Timestamp_ISO,Tiempo_Relativo_s,Placa_ID,Ronda,Etapa_Num,Etapa_Nombre,Etapa_Tiempo_s,Etapa_Duracion_s,Corriente_Target_A,Modo_Corriente,Temp_SP_Target_C,T1_Limpieza_Temp_C,T1_Limpieza_SP_C,T1_Limpieza_Activo,T1_TRIAC_Potencia_Pct,T1_TRIAC_Alpha_Deg,T1_TRIAC_Delay_us,T1_TRIAC_Watts_W,T2_Decapado_Temp_C,T2_Decapado_SP_C,T2_Decapado_Activo,T2_TRIAC_Potencia_Pct,T2_TRIAC_Alpha_Deg,T2_TRIAC_Delay_us,T2_TRIAC_Watts_W,T3_CeldaHull_Temp_C,T3_CeldaHull_SP_C,T3_CeldaHull_Activo,T3_TRIAC_Potencia_Pct,T3_TRIAC_Alpha_Deg,T3_TRIAC_Delay_us,T3_TRIAC_Watts_W,T4_Niquelado_Temp_C,T4_Niquelado_SP_C,T4_Niquelado_Activo,T4_TRIAC_Potencia_Pct,T4_TRIAC_Alpha_Deg,T4_TRIAC_Delay_us,T4_TRIAC_Watts_W,pH_Tina1,pH_Tina2,pH_Modulo_Activo,pH_Modo_Cal_T1,pH_Modo_Cal_T2,pH_Slope_Pct_T1,pH_Slope_Pct_T2,pH_Interlock_Activo,Fuente_Activa,Fuente_Modo_Pulsado,Fuente_Corriente_Consigna_A,Fuente_Corriente_Real_A,Fuente_Corriente_Shunt1_A,Fuente_Corriente_Shunt2_A,Fuente_Voltaje_Shunt1_V,Fuente_Voltaje_Shunt2_V,Fuente_Factor_Gm,Fuente_Compensacion_Activa,Fuente_Rele_VDD,Fuente_Amplitud_DAC,Fuente_Frecuencia_Hz,Fuente_DutyCycle_Pct,Fuente_PI_Estado,Fuente_Salud_Celda,Carga_Acumulada_Coulombs,Masa_Teorica_Faraday_mg,Energia_Termica_Wh,Ambiente_Temp_C,Ambiente_Humedad_Pct,Ambiente_Presion_hPa
2026-09-14T22:03:00,0.0,1,Ronda 1,1,Limpieza Electrolítica (T1),3,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:04,4.1,1,Ronda 1,1,Limpieza Electrolítica (T1),7,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:08,8.1,1,Ronda 1,1,Limpieza Electrolítica (T1),12,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:12,12.2,1,Ronda 1,1,Limpieza Electrolítica (T1),16,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:16,16.2,1,Ronda 1,1,Limpieza Electrolítica (T1),20,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:20,20.3,1,Ronda 1,1,Limpieza Electrolítica (T1),24,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:24,24.3,1,Ronda 1,1,Limpieza Electrolítica (T1),28,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:28,28.4,1,Ronda 1,1,Limpieza Electrolítica (T1),32,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:32,32.4,1,Ronda 1,1,Limpieza Electrolítica (T1),36,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
2026-09-14T22:03:36,36.5,1,Ronda 1,1,Limpieza Electrolítica (T1),40,240,0.0,OFF,85.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,24.0,0.0,0,0.0,180.0,8333,0.0,7.0,7.0,0,0,0,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,50,1013.2
