Timestamp_ISO,Tiempo_Relativo_s,Placa_ID,Ronda,Etapa_Num,Etapa_Nombre,Etapa_Tiempo_s,Etapa_Duracion_s,Corriente_Target_A,Modo_Corriente,Temp_SP_Target_C,T1_Limpieza_Temp_C,T1_Limpieza_SP_C,T1_Limpieza_Activo,T1_TRIAC_Potencia_Pct,T1_TRIAC_Alpha_Deg,T1_TRIAC_Delay_us,T1_TRIAC_Watts_W,T2_Decapado_Temp_C,T2_Decapado_SP_C,T2_Decapado_Activo,T2_TRIAC_Potencia_Pct,T2_TRIAC_Alpha_Deg,T2_TRIAC_Delay_us,T2_TRIAC_Watts_W,T3_CeldaHull_Temp_C,T3_CeldaHull_SP_C,T3_CeldaHull_Activo,T3_TRIAC_Potencia_Pct,T3_TRIAC_Alpha_Deg,T3_TRIAC_Delay_us,T3_TRIAC_Watts_W,T4_Niquelado_Temp_C,T4_Niquelado_SP_C,T4_Niquelado_Activo,T4_TRIAC_Potencia_Pct,T4_TRIAC_Alpha_Deg,T4_TRIAC_Delay_us,T4_TRIAC_Watts_W,pH_Tina1,pH_Tina2,pH_Modulo_Activo,pH_Modo_Cal_T1,pH_Modo_Cal_T2,pH_Slope_Pct_T1,pH_Slope_Pct_T2,pH_Interlock_Activo,Fuente_Activa,Fuente_Modo_Pulsado,Fuente_Corriente_Consigna_A,Fuente_Corriente_Real_A,Fuente_Corriente_Shunt1_A,Fuente_Corriente_Shunt2_A,Fuente_Voltaje_Shunt1_V,Fuente_Voltaje_Shunt2_V,Fuente_Factor_Gm,Fuente_Compensacion_Activa,Fuente_Rele_VDD,Fuente_Amplitud_DAC,Fuente_Frecuencia_Hz,Fuente_DutyCycle_Pct,Fuente_PI_Estado,Fuente_Salud_Celda,Carga_Acumulada_Coulombs,Masa_Teorica_Faraday_mg,Energia_Termica_Wh,Ambiente_Temp_C,Ambiente_Humedad_Pct,Ambiente_Presion_hPa
2026-09-16T01:23:27,0.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,24.0,85.0,1,100.0,0.0,0,450.0,24.0,85.0,1,100.0,0.0,0,450.0,24.0,25.0,1,35.0,107.5,4974,6.3,24.1,30.0,1,100.0,0.0,0,450.0,2.03,2.03,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.377,23.6,58.0,1013.2
2026-09-16T01:23:28,1.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,24.7,85.0,1,100.0,0.0,0,450.0,24.6,85.0,1,100.0,0.0,0,450.0,23.9,25.0,1,36.0,106.3,4919,6.5,24.0,30.0,1,100.0,0.0,0,450.0,1.99,1.99,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.754,23.4,57.7,1013.2
2026-09-16T01:23:29,2.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,25.6,85.0,1,100.0,0.0,0,450.0,25.4,85.0,1,100.0,0.0,0,450.0,23.9,25.0,1,36.0,106.3,4919,6.5,24.2,30.0,1,100.0,0.0,0,450.0,1.99,1.99,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.131,23.5,58.1,1013.2
2026-09-16T01:23:30,3.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,26.3,85.0,1,100.0,0.0,0,450.0,26.2,85.0,1,100.0,0.0,0,450.0,24.1,25.0,1,33.0,109.9,5086,5.9,24.4,30.0,1,100.0,0.0,0,450.0,2.0,2.0,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.508,23.4,57.9,1013.2
2026-09-16T01:23:31,4.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,27.1,85.0,1,100.0,0.0,0,450.0,26.9,85.0,1,100.0,0.0,0,450.0,24.2,25.0,1,32.0,111.1,5143,5.8,24.4,30.0,1,100.0,0.0,0,450.0,2.03,2.03,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.884,23.4,58.1,1013.2
2026-09-16T01:23:32,5.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,27.7,85.0,1,100.0,0.0,0,450.0,27.7,85.0,1,100.0,0.0,0,450.0,24.0,25.0,1,34.0,108.7,5030,6.1,24.4,30.0,1,100.0,0.0,0,450.0,2.01,2.01,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,2.261,23.4,58.2,1013.2
2026-09-16T01:23:33,6.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,28.5,85.0,1,100.0,0.0,0,450.0,28.5,85.0,1,100.0,0.0,0,450.0,24.0,25.0,1,34.0,108.7,5030,6.1,24.4,30.0,1,100.0,0.0,0,450.0,2.01,2.01,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,2.638,23.5,57.7,1013.2
2026-09-16T01:23:34,7.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,29.1,85.0,1,100.0,0.0,0,450.0,29.1,85.0,1,100.0,0.0,0,450.0,24.1,25.0,1,33.0,109.9,5086,5.9,24.4,30.0,1,100.0,0.0,0,450.0,1.98,1.98,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,3.015,23.7,57.8,1013.2
2026-09-16T01:23:35,8.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,29.8,85.0,1,100.0,0.0,0,450.0,29.9,85.0,1,100.0,0.0,0,450.0,24.2,25.0,1,31.0,112.3,5200,5.6,24.5,30.0,1,100.0,0.0,0,450.0,1.99,1.99,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,3.392,23.7,57.8,1013.2
2026-09-16T01:23:36,9.0,1,Ronda 1,1,Limpieza Electrolítica (T1),0,240,0.0,OFF,85.0,30.5,85.0,1,100.0,0.0,0,450.0,30.4,85.0,1,100.0,0.0,0,450.0,24.1,25.0,1,33.0,109.9,5086,5.9,24.7,30.0,1,98.0,16.3,752,441.0,1.97,1.97,1,1,1,98.4,98.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,3.766,23.6,58.4,1013.2
